Timestamp	Oletko palkansaaja vai laskuttaja?	Ikä	Sukupuoli	Työkokemus	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet	Työaika (jos työsuhteessa)	Rooli	Etänä vai lähityössä?	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Ideoita ensi vuoden kyselyyn
30/09/2022 09:37:28	Palkansaaja	31-35 v	Mies	8							Mehiläinen	Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Frontend developer	Pääosin tai kokonaan toimistolla	4600	55200		Ei	Vuosituloissa neuvotaan että kk-palkka * 12,5 joka vissiin meinaa lomaltapaluurahojen laskemista, mutta jokaisella alalla tätä samaa käytäntöä ei ole :)	
30/09/2022 09:40:21	Palkansaaja	26-30 v	Mies	5								Tampere		100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	4100	51250		Kyllä		
30/09/2022 09:54:22	Palkansaaja	36-40 v	mies	16							Mozilla	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Staff Software Engineer 	Pääosin tai kokonaan etätyö	8240	122000	Puolivuosittainen omaan ja koko korporaation tulokseen pohjautuva rahabonus, noin 20% kuukausipalkasta	Kyllä		
30/09/2022 10:11:36	Palkansaaja	31-35 v	Mies	10							Vincit	Tampere	Konsulttitalossa	100%	Full-stack	Jotain siltä väliltä	4800	63000		Kyllä		
30/09/2022 10:12:49	Palkansaaja	26-30 v	Mies	1							Vincit	Turku	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	2341	29300		Ei		
30/09/2022 10:15:51	Palkansaaja	26-30 v	Mies	5								Tampere	Konsulttitalossa	100%	frontend	Jotain siltä väliltä	3800	52000		Kyllä		
30/09/2022 10:15:57	Palkansaaja	41-45 v	Ucceli	23							Vincit	Jyväskylä	Konsulttitalossa	100%	Multirole	Jotain siltä väliltä	5470	5000		Ei		
30/09/2022 10:21:03	Palkansaaja	36-40 v	mies	4							Vincit	Jyväskylä	Konsulttitalossa	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	4200	52500		Kyllä		
30/09/2022 10:30:08	Palkansaaja	31-35 v	Mies	5							Vincit Oyj	Tampere	Konsulttitalossa	100%	full-stack	Jotain siltä väliltä	4062	54000	Lähes kuukausittainen ELA-bonus	Ei	Kovasti käy ovi ulospäin kun muualla on parempi palkka ja ansaintamalli	Ehkä se koulutus liittyy myös tähän palkkaan
30/09/2022 10:35:21	Palkansaaja	36-40 v	Mies	14								Tampere	Konsulttitalossa	100%	arkkitehti	Pääosin tai kokonaan toimistolla	5200	66000		Kyllä		
30/09/2022 10:36:52	Palkansaaja	31-35 v	Mies	10							Vincit	Turku	Konsulttitalossa	100%	Frontend	Jotain siltä väliltä	4400	54000		Kyllä		
30/09/2022 10:52:57	Palkansaaja	31-35 v	Mies	10							Finnish Telecom	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack	Jotain siltä väliltä	4800	64000	metrics based bonus model once a year ~1 month salary	Ei		
30/09/2022 11:05:21	Palkansaaja	31-35 v	mies	11								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack ohjelmistokehittäjä	Jotain siltä väliltä	5800	75000		Kyllä		
30/09/2022 11:05:56	Palkansaaja	36-40 v	Mies	16								Lappeenranta	Konsulttitalossa	100%	Ohjelmistosuunnittelija	Pääosin tai kokonaan etätyö	6300	2000	Peruspalkka + provisio	Ei		
30/09/2022 11:06:02	Palkansaaja	26-30 v	Nainen	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Frontend	Pääosin tai kokonaan etätyö	4900	69000		Kyllä		
30/09/2022 11:06:11	Palkansaaja	31-35 v	mies	10								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	system specialist	Pääosin tai kokonaan etätyö	4200			Kyllä		
30/09/2022 11:06:12	Laskuttaja	21-25 v	Mies	5	1	backend, frontend, full stack, devops, data engineering	85	150000	Käytän välitysfirmoja	Ulkomailta												
30/09/2022 11:06:49	Palkansaaja	31-35 v	Mies	12							Exove	Oulu	Tuotetalossa, jonka core-bisnes on softa	100%	Senior Developer	Pääosin tai kokonaan etätyö	4800	60000	Koeajan jälkeen 2-3k bonus	Ei	Jäätävä slack-pingi, ei enää kiitos	
30/09/2022 11:07:08	Laskuttaja	21-25 v	Mies	5	1	Full stack	76		Itse	Ulkomailta												
30/09/2022 11:07:10	Palkansaaja	26-30 v	Nainen	4								Turku	Konsulttitalossa	100%			4650	58125		Kyllä		
30/09/2022 11:07:11	Laskuttaja	31-35 v	Mies	9	2	Softadevausta	97	140000	Käytän välitysfirmoja	Suomesta												
30/09/2022 11:07:29	Palkansaaja	26-30 v		7								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsultointi + tuote hybridifirmassa	4pv työviikko 	Engineering lead	Pääosin tai kokonaan etätyö	4600	57500	5% firman osinkoa	Ei		
30/09/2022 11:07:42	Palkansaaja	21-25 v	Mies	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack	Pääosin tai kokonaan etätyö	3800	47500		Ei		
30/09/2022 11:07:46	Palkansaaja	31-35 v	Mies	8							Smartly	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Vanhempi ohjelmistosuunnittelija	Pääosin tai kokonaan etätyö	6000	78000		Ei		
30/09/2022 11:07:46	Palkansaaja	31-35 v	Nainen	6							Geniem	Tampere		100%		Pääosin tai kokonaan etätyö	3600	45000		Kyllä		
30/09/2022 11:07:51	Laskuttaja	41-45 v	mies	15	1	full stack	80	105000	Käytän välitysfirmoja	Suomesta												
30/09/2022 11:08:23	Palkansaaja	41-45 v	Mies	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Backend	Jotain siltä väliltä	7100	95850		Kyllä		
30/09/2022 11:08:24	Laskuttaja	26-30 v	Mies	4	2.5	Softadevaus, data engineering	90	135000	Itse, Käytän välitysfirmoja	Suomesta, Ulkomailta												
30/09/2022 11:08:36	Palkansaaja	31-35 v	Mies									Etä	Tuotetalossa, jonka core-bisnes on softa	100%	DevOps/SRE Engineer	Pääosin tai kokonaan etätyö	14000	170000	Palkan lisäksi tulee optioita perus startup tyylisesti 4v cliffillä.	Kyllä		
30/09/2022 11:08:40	Laskuttaja	36-40 v	mies	10	1	backend devops	95	150000	Itse, Käytän välitysfirmoja	Suomesta												
30/09/2022 11:08:40	Palkansaaja	41-45 v	mies	18								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	pilviarkkitehti	Pääosin tai kokonaan etätyö	6000	84000	vapaa-autoetu ja paljon muita pieniä (osa verotettavia) etuja	Ei		
30/09/2022 11:08:56	Palkansaaja	31-35 v	Mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Ohjelmistokehittäjä, full-stack	Pääosin tai kokonaan toimistolla	5200	65000	Nimellisiä optioita 	Ei		
30/09/2022 11:09:08	Palkansaaja	41-45 v	Mies	7								Turku	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan toimistolla	4000	50000		Kyllä		
30/09/2022 11:09:17	Palkansaaja	31-35 v	nainen	4								PK-Seutu (Helsinki, Espoo, Vantaa)		100%	WordPress Developer	Pääosin tai kokonaan etätyö	4200	52500		Kyllä		
30/09/2022 11:09:36	Palkansaaja	26-30 v	Mies	8								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Team Lead / Ohjelmistokehittäjä		5000	66000		Kyllä		
30/09/2022 11:09:37	Palkansaaja	21-25 v	Mies	4								Jyväskylä	Tuotetalossa, jonka core-bisnes on softa	100%	Lead Developer	Jotain siltä väliltä	4100	51250		Ei		
30/09/2022 11:09:37	Palkansaaja	31-35 v	Mies	10								Hämeenlinna	Tuotetalossa, jonka core-bisnes on softa	100%	Ohjelmistokehittäjä	Täysin vapaa järjestely, ei rajoituksia.	2750	35000		Kyllä		
30/09/2022 11:09:41	Palkansaaja	41-45 v	Mies	20								Turku	Konsulttitalossa	100%	ohjelmistökehittäjä/arkkitehti	Pääosin tai kokonaan etätyö	7300	90000	50% laskutuksesta	Kyllä		
30/09/2022 11:09:58	Palkansaaja	26-30 v	miäsh	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä (frontend ja legacy-hommia)	Pääosin tai kokonaan etätyö	3400	41000		Ei	Palkkaa voisi saada jostain muualta enemmän, mutta kokonaiskuvana (työn sisältö, tiimi, rahanarvoiset edut), sen verran tyytyväinen, että en ainakaan vielä ole vaihtamassa.	
30/09/2022 11:10:03	Palkansaaja	41-45 v	Mies	10								Vaasa	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Service Manager DevOps	Pääosin tai kokonaan etätyö	6200	77185		Kyllä		
30/09/2022 11:10:16	Palkansaaja	46-50 v	mies	22								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	ohjelmistokehittäjä full stack	Jotain siltä väliltä	5500	70000		Kyllä		
30/09/2022 11:10:17	Palkansaaja	41-45 v	mies	22								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	arkkitehti	Pääosin tai kokonaan etätyö	6400	82000		Kyllä		
30/09/2022 11:10:54	Palkansaaja	26-30 v	Mies	5							Wolt	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5000	77000	Osakkeet + palkka	Kyllä		
30/09/2022 11:10:58	Palkansaaja	41-45 v	Mies	22								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	testaaja	Pääosin tai kokonaan etätyö	4500			Ei		
30/09/2022 11:11:28	Palkansaaja	31-35 v	Mies	8							Energiayhtiö	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Product owner	Pääosin tai kokonaan etätyö	5220	68000		Kyllä		
30/09/2022 11:12:04	Palkansaaja	36-40 v	mies	0							Experis Academy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Java Full Stack	Pääosin tai kokonaan etätyö	3000	37500		Ei	Experis Academy(yritys, jossa olen palkkalistoilla) on kansainvälinen yritys, joka on tarkoitettu uran alkuvaiheessa oleville koodareille, jonka tarkoituksena on kouluttaa konsultteja 3kk intensiivijakson aikana. Palkka hieman parempi kuin junior-koodareilla, mutta toisaalta myös voidaan vaatiakin hieman enemmän osaamista	
30/09/2022 11:12:32	Palkansaaja	26-30 v	Mies	8								Tampere	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan toimistolla	4800	60000		Kyllä		
30/09/2022 11:12:36	Palkansaaja	26-30 v	Mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack-kehittäjä, team lead	Jotain siltä väliltä	6000	75000	Osakkeet, kuntosalijäsenyys, ylimääräinen lomaviikko 	Kyllä		
30/09/2022 11:13:06	Laskuttaja	26-30 v	M	6	2	Full stack web-ohjelmointia		160000	Itse	Ulkomailta												
30/09/2022 11:13:37	Palkansaaja	31-35 v	Mies	8								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack	Pääosin tai kokonaan etätyö	5500	66000		Kyllä		
30/09/2022 11:13:46	Palkansaaja	26-30 v	mies	0							academic work	Tampere	Konsulttitalossa	100%	junior backend	Jotain siltä väliltä	2600	32,500		Kyllä	kokemusta jo kolme viikkoa it alalta	
30/09/2022 11:17:10	Palkansaaja	46-50 v	Mies	25								Kööpenhamina	Konsulttitalossa	80%	full-stack	Pääosin tai kokonaan etätyö	6185	80680		Kyllä		
30/09/2022 11:17:17	Palkansaaja	36-40 v	Nainen	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Frontend developer	Jotain siltä väliltä	3200	40000		Kyllä		
30/09/2022 11:17:23	Palkansaaja	41-45 v	mies	19									Tuotetalossa, jonka core-bisnes on softa	100%	principal software engineer	Pääosin tai kokonaan etätyö	10500	200000		Kyllä		
30/09/2022 11:17:46	Palkansaaja	41-45 v		22								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	arkkitehti	Pääosin tai kokonaan etätyö	7100	94000		Kyllä		
30/09/2022 11:17:48	Palkansaaja	36-40 v	Mies	10									Tuotetalossa, jonka core-bisnes on softa	100%	Backend	Pääosin tai kokonaan etätyö	4500	60000		Ei		
30/09/2022 11:18:23	Palkansaaja	21-25 v	mies	3								Tampere	Konsulttitalossa	100%	Full-stack developer	Pääosin tai kokonaan etätyö	3760	51000	Puolivuosittain maksettava bonus firman tuloksen perusteella, vaihtelevia korvauksia esim. on-call -hommista	Ei		
30/09/2022 11:18:35	Palkansaaja	31-35 v	kummajainen	6							Netum	Tampere	Konsulttitalossa	100%	ohjelmistokehittäjä, mallia full-stack	Pääosin tai kokonaan etätyö	5000	63000		Kyllä		
30/09/2022 11:19:02	Palkansaaja	41-45 v	Nainen	18							Yleisradio Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Team Lead	Jotain siltä väliltä	5900	73000		Kyllä		
30/09/2022 11:19:11	Palkansaaja	46-50 v	Mies	23								Jyväskylä	Konsulttitalossa	100%	Datatieteilijä	Jotain siltä väliltä	5100	64000				
30/09/2022 11:19:42	Palkansaaja	36-40 v	mies	12							nexi	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5800	76000	5% vuosipalkasta on oletusbonus	Kyllä		
30/09/2022 11:19:47	Palkansaaja	36-40 v	Mies	10							Compile Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Arkkitehti / Full-stack kehittäjä	Pääosin tai kokonaan etätyö	7800	97000	Laskutusperustainen palkka + asiakastyytyväisyysbonus	Kyllä		
30/09/2022 11:20:43	Laskuttaja	31-35 v	Mies	10	5	Full-stack, lead developer	80	120000	Itse	Suomesta, Ulkomailta												
30/09/2022 11:20:43	Palkansaaja	41-45 v	mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Engineering Manager	Pääosin tai kokonaan etätyö	6500	81250	optioita, joiden arvo selviää tulevaisuudessa	Kyllä		
30/09/2022 11:21:51	Palkansaaja	31-35 v	Mies	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Full stack	Pääosin tai kokonaan etätyö	4620	55440		Kyllä		
30/09/2022 11:22:27	Laskuttaja	31-35 v	Mies?	13	3	frontend, full stack	85	125000	Itse, Käytän välitysfirmoja	Suomesta												
30/09/2022 11:22:32	Palkansaaja	31-35 v	mies	12								Oulu	Tuotetalossa, jonka core-bisnes on softa	100%	Frontend	Pääosin tai kokonaan etätyö	4572	70866		Ei		
30/09/2022 11:23:02	Palkansaaja	31-35 v	Mies	6									Konsulttitalossa	100%	Mobiili / backend devaaja	Pääosin tai kokonaan etätyö	4000	50000		Ei		
30/09/2022 11:23:06	Palkansaaja	26-30 v	Nainen	6								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä, backend pääosin, mutta kaikkea mahtuu	Pääosin tai kokonaan etätyö	4500	56250		Kyllä		
30/09/2022 11:23:51	Palkansaaja	41-45 v	nainen	2							Mehiläinen	Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	ohjelmistokehittäjä	Jotain siltä väliltä	3100	38750		Ei		
30/09/2022 11:24:20	Laskuttaja		Mies	24	3	Team Lead, projekti- ja tuotekonsultointi	116	236000	Itse	Suomesta, Ulkomailta												
30/09/2022 11:25:24	Palkansaaja	41-45 v	Mies	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	SAP-konsultti	Pääosin tai kokonaan etätyö	3200	40000		Ei		
30/09/2022 11:26:13	Palkansaaja	26-30 v	mies	5								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack	Jotain siltä väliltä	5300	63600		Kyllä		
30/09/2022 11:26:45	Palkansaaja	26-30 v	Mies	4								Tampere	Konsulttitalossa	100%	Full-stack pilvikehittäjä	Jotain siltä väliltä	4700	58750		Kyllä		
30/09/2022 11:28:38	Laskuttaja	31-35 v	Mies	8	4	Full stack web ja mobiili	65	84000	Itse	Suomesta												
30/09/2022 11:28:45	Palkansaaja	26-30 v		6								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	80%	full-stack	Pääosin tai kokonaan etätyö	5500	75000	optiot, työsuhdeauto, oma toimisto kodin vierestä, vakuutus, gadget budjetti	Kyllä		
30/09/2022 11:29:20	Palkansaaja	31-35 v	Mies	9							Wunderdog	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack developer	Jotain siltä väliltä	5600	70500		Kyllä		
30/09/2022 11:30:35	Palkansaaja	31-35 v		8								Oulu	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack developer (Cloud)	Pääosin tai kokonaan etätyö	5500	68750		Kyllä		
30/09/2022 11:31:12	Palkansaaja	26-30 v	Mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Software engineer	Jotain siltä väliltä	5000	62500		Kyllä		
30/09/2022 11:36:08	Palkansaaja	31-35 v	Mies	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	Database Administrator, Linux-palvelujen ylläpitäjä, inframies	Pääosin tai kokonaan etätyö	3468	50000	Perus bonusmalli miten eli firma suoriutuu, ei voi käytännössä itse vaikuttaa sen suuruuteen. Ylitöitä, yötöitä ja varallaoloa jotka nostavat kuukausiansion todellisuudessa ~4000-5000e/kk.	Kyllä		
30/09/2022 11:37:31	Palkansaaja	26-30 v	mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	ohjelmistokehittäjä, full-stack	Pääosin tai kokonaan etätyö	4500	54000		Ei		
30/09/2022 11:40:59	Palkansaaja	36-40 v	Mies	7							Mehiläinen	Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5200	62400		Ei		
30/09/2022 11:42:07	Palkansaaja	41-45 v	mies	24								Jyväskylä	Konsulttitalossa	100%	ohjelmoija, backend	Jotain siltä väliltä	5259.29	65741	osakkeita	Kyllä		
30/09/2022 11:42:49	Palkansaaja	41-45 v	Mies	25								Oulu	Konsulttitalossa	100%	Lead developer	Jotain siltä väliltä	7600	95000		Kyllä		
30/09/2022 11:43:51	Palkansaaja	31-35 v	Mies	11								Tampere	Konsulttitalossa	100%	Ohjelmistokehittäjä, mobiili	Pääosin tai kokonaan etätyö	5400	68000		Kyllä		
30/09/2022 11:44:15	Palkansaaja	41-45 v	Nainen	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Product Owner	Pääosin tai kokonaan etätyö	5420	2500		Kyllä		
30/09/2022 11:44:39	Palkansaaja	31-35 v	Mies	8							Mavericks Software Oy	Turku	Konsulttitalossa	100%	Fullstack Developer	Pääosin tai kokonaan etätyö	7350	92000		Kyllä		
30/09/2022 11:47:00	Palkansaaja	36-40 v	mies	11								Tampere	Konsulttitalossa	100%	ohjelmistokehittäjä, arkkitehti ja projektipäällikkö	Jotain siltä väliltä	6000	75000	peruspalkka + satunnainen vuosibonus	Kyllä		
30/09/2022 11:49:33	Laskuttaja	41-45 v	Mies	22	5	full stack dev / teknologia konsultointia, arkkitehtuuria	85	29500	Käytän välitysfirmoja	Suomesta											Laskuttavan työn lisäksi teen tuotekehitystä omaan b2c SaaS-palveluun, josta maksan itselleni myös palkkaa.	
30/09/2022 11:51:05	Palkansaaja	31-35 v	Mies	10							Mehiläinen	Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Full-stack	Jotain siltä väliltä	4500	56500	Osakkeita palkan lisäksi			
30/09/2022 11:57:10	Palkansaaja	36-40 v	Mies	16								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Frontend	Pääosin tai kokonaan etätyö	6300			Kyllä		
30/09/2022 11:57:17	Palkansaaja	31-35 v	mies	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	3600	45000		Kyllä		
30/09/2022 12:03:17	Palkansaaja	36-40 v	Mies	11								Kuopio	Konsulttitalossa	100%	Sovelluskehittäjä	Pääosin tai kokonaan etätyö	4000	50000		Kyllä		Mitä työsuhde-etuja (työmatkaetu, lounasetu, jne.) saat? Koulutustausta? Onko sinulla sertifikaatioita, ja jos on, mitä? Teetkö sivukeikkoja, ja jos teet , mitä?
30/09/2022 12:04:34	Palkansaaja	31-35 v	mies	14							Mavericks	Turku	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	7850	98000	53% laskutuksesta 	Kyllä	tietyn palkkatason jälkeen työntekijät alkavat ottamaan enemmän lomaa ja vapaa-aika. Se on eri asia kuin 100% allokaatio työtä tehdessä ja vaikuttaa vuosituloihin. Pääomatulot työnantajan osakkeilla taas voivat usein olla kerta luontoisia, mutta tuoda paljonkin lisätuloja 	
30/09/2022 12:04:43	Palkansaaja	36-40 v	male	15							Mavericks	Turku	Konsulttitalossa	100%	DevOps	Pääosin tai kokonaan etätyö	7500	82000		Kyllä		
30/09/2022 12:05:02	Palkansaaja	26-30 v	Mies	5								Tampere	Konsulttitalossa	100%	.NET developer	Pääosin tai kokonaan toimistolla	4400	55000		Kyllä		
30/09/2022 12:06:25	Palkansaaja	36-40 v	mies	11							Leanware Oy	Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	senior ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	4750	59375		Kyllä		
30/09/2022 12:06:27	Palkansaaja	31-35 v	Mies	5								Tampere	Konsulttitalossa	100%	Ohjelmistokehittäjä	Jotain siltä väliltä	4300	54000		Kyllä		
30/09/2022 12:09:30	Palkansaaja	46-50 v	Mies	3							Terveystalo	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Ohjelmistokehittäjä (full-stack)	Pääosin tai kokonaan etätyö	4100	51250		Kyllä		
30/09/2022 12:12:11	Laskuttaja	36-40 v	Mies	14	1.5	Softadevaus fullstack + cloud, arkkitehtuuri, devops	90	160000	Käytän välitysfirmoja	Suomesta											Tällä hetkellä sopparit tehdään 1v kerrallaan. Firman muoto OY.	Ehkä laskuttajilta vois kysyy firman muotoa (vai onko OY niin de facto ettei kannata?). Toinen mitä voisi kysyä on se, että kuinka isoa palkkaa itselleen maksaa, jos maksaa.
30/09/2022 12:14:04	Palkansaaja	41-45 v	mies	23								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	90%	arkkitehti, data, backend	Pääosin tai kokonaan toimistolla	6000	90000	vähemmistöosakkuus	Kyllä	Yrittäjähenkisessä työskentelyssä ei usein lasketa työtunteja. Siten esim. 90% työaika on aika näennäinen. Välillä tehdään kovempaa ja välillä rauhallisemmin.	
30/09/2022 12:16:31	Palkansaaja	36-40 v	Mies	13							Wunder Finland Oy	Turku	Tuotetalossa, jonka core-bisnes on softa	100%	Backend	Pääosin tai kokonaan etätyö	3754	49000		Kyllä		
30/09/2022 12:20:00	Palkansaaja	41-45 v	Mies	16							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Data scientist	Pääosin tai kokonaan toimistolla	6500	83000	Minimaaliset osakkeet, ei vaikutusta mihinkään	Ei		
30/09/2022 12:20:24	Palkansaaja	36-40 v	Mies	5								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	IT-Manager	Pääosin tai kokonaan toimistolla	3,300€	40000		Kyllä		
30/09/2022 12:21:17	Palkansaaja	21-25 v	mies	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	ohjelmistokehittäjä	Pääosin tai kokonaan toimistolla	5200	65000		Kyllä		
30/09/2022 12:26:25	Palkansaaja	26-30 v	mies	6								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack developer	Pääosin tai kokonaan etätyö	5400	70200		Kyllä		
30/09/2022 12:27:08	Palkansaaja	41-45 v	mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Lähiesimies, ohjelmistokehittäjä (Drupal backend)	Pääosin tai kokonaan etätyö	4600	57500		Ei		
30/09/2022 12:30:27	Palkansaaja	36-40 v	Mies	15							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack	Jotain siltä väliltä	6700	85000		Ei		
30/09/2022 12:30:29	Palkansaaja	36-40 v	Mies	18							Mavericks 	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Senior Mobile Engineer	Pääosin tai kokonaan etätyö	8000	100000		Kyllä		
30/09/2022 12:31:56	Palkansaaja	31-35 v	Mies	9							Gofore	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Tekninen Projektipäällikkö	Pääosin tai kokonaan etätyö	5000	62500		Kyllä		Pizza-alennuskoodia mukaan!!!
30/09/2022 12:34:01	Palkansaaja	31-35 v		7								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	7500	93750	brutto on ~50% laskutuksesta	Kyllä		
30/09/2022 12:42:20	Palkansaaja	31-35 v	nainen	7								Turku	Konsulttitalossa	100%	Full-stack-kehittäjä		4400	58000		Kyllä		
30/09/2022 12:42:35	Palkansaaja	26-30 v	Mies	4							Nordcloud	Kuopio	Konsulttitalossa	100%	ohjelmistokehittäjä	Jotain siltä väliltä	4000	50000		Kyllä		
