Timestamp,Oletko palkansaaja vai laskuttaja?,Ikä,Sukupuoli,Työkokemus,Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet,Työaika,Rooli,Etä- vai lähityö,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Kilpailukykyinen,Vapaa sana,Ideoita ensi vuoden kyselyyn,Etä,Kk-tulot
2022-09-28 21:19:47.958,Palkansaaja,41-45 v,mies,18.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,"Kehittäjä, arkkitehti ja tiiminvetäjä",Jotain siltä väliltä,6700.0,,,,,,50/50,
2022-09-28 22:31:25.915,Palkansaaja,26-30 v,mies,2.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",0.6,DevSecOps Engineer,Pääosin tai kokonaan etätyö,1760.0,36000.0,,True,,,Etä,3000.0
2022-09-29 06:31:20.659,Palkansaaja,41-45 v,nainen,1.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Junior frontend developer,Pääosin tai kokonaan etätyö,3000.0,37500.0,,True,,,Etä,3125.0
2022-09-29 07:21:55.752,Palkansaaja,26-30 v,nainen,5.0,,,,,,,,Turku,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,3500.0,45000.0,,False,,,Etä,3750.0
2022-09-29 08:36:23.853,Palkansaaja,26-30 v,mies,1.0,,,,,,,If vakuutus,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Solution developer,Jotain siltä väliltä,4040.0,53750.0,,True,,,50/50,4479.166666666667
2022-09-29 08:46:46.803,Laskuttaja,31-35 v,mies,11.0,1.0,"Data analysis, web-analytics, web & application optimization & analytics",130.0,155000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,,,
2022-09-29 09:03:19.038,Palkansaaja,26-30 v,mies,4.0,,,,,,,Schibsted,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend,Pääosin tai kokonaan etätyö,4800.0,60000.0,,True,,,Etä,5000.0
2022-09-29 09:04:36.495,Palkansaaja,26-30 v,nainen,5.0,,,,,,,,Turku,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,3100.0,38750.0,,False,,,Etä,3229.1666666666665
2022-09-29 09:18:25.390,Laskuttaja,31-35 v,mies,12.0,1.0,Full stack,120.0,190000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-29 09:31:35.682,Palkansaaja,26-30 v,mies,4.0,,,,,,,Reaktor,Turku,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4500.0,60000.0,,True,,,50/50,5000.0
2022-09-29 10:30:21.951,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,3500.0,43750.0,,True,,,Etä,3645.8333333333335
2022-09-29 10:38:55.104,Palkansaaja,31-35 v,mies,8.0,,,,,,,,Mikkeli,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3500.0,43750.0,,False,,,Etä,3645.8333333333335
2022-09-29 11:00:31.713,Palkansaaja,36-40 v,mies,11.0,,,,,,,Wunderdog,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,5700.0,71250.0,,True,,,Etä,5937.5
2022-09-29 11:07:07.563,Laskuttaja,31-35 v,mies,12.0,0.0,Softadevausta / full stack,88.0,0.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-29 11:49:38.507,Laskuttaja,31-35 v,mies,8.0,1.0,Full stack .NET dev,80.0,120000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-29 12:41:09.903,Palkansaaja,26-30 v,mies,4.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend kehittäjä,Pääosin tai kokonaan toimistolla,4500.0,54000.0,ei lomarahoja,True,,,Toimisto,4500.0
2022-09-29 12:46:40.846,Palkansaaja,21-25 v,mies,5.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,4300.0,53750.0,Optio-ohjelma,True,,,Etä,4479.166666666667
2022-09-29 12:47:41.464,Palkansaaja,31-35 v,mies,10.0,,,,,,,Digia,Tampere,Konsulttitalossa,1.0,Senior full-stack developer,Jotain siltä väliltä,4700.0,58750.0,,False,,,50/50,4895.833333333333
2022-09-29 12:57:33.342,Palkansaaja,31-35 v,,8.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5370.0,67600.0,,True,,,Etä,5633.333333333333
2022-09-29 13:00:58.925,Palkansaaja,41-45 v,mies,21.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Pilviarkkitehti,Pääosin tai kokonaan etätyö,8200.0,102500.0,,True,,,Etä,8541.666666666666
2022-09-29 13:16:37.397,Palkansaaja,36-40 v,,13.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,7950.0,99375.0,,True,,,Etä,8281.25
2022-09-29 14:00:54.881,Palkansaaja,41-45 v,mies,7.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Manager,Jotain siltä väliltä,4300.0,53750.0,,False,,,50/50,4479.166666666667
2022-09-29 14:03:00.575,Palkansaaja,26-30 v,mies,9.0,,,,,,,,PK-Seutu,Infrastruktuuri-/kapasiteettipalvelut,1.0,Developer Support Engineer,"Full remote, vapaus käyttää toimistoa jos haluaa",6255.0,82125.0,,True,,,,6843.75
2022-09-29 14:09:10.573,Palkansaaja,36-40 v,mies,18.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend-ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,12500.0,150000.0,,True,,,Etä,12500.0
2022-09-29 14:18:15.468,Laskuttaja,26-30 v,mies,10.0,2.0,"Full stack, devops, arkkitehtuuri",120.0,200000.0,Itse,"Suomesta, Ulkomailta",,,,,,,,,,,,,,
2022-09-29 14:43:20.876,Palkansaaja,31-35 v,,,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Data Scientist,Pääosin tai kokonaan toimistolla,3200.0,40000.0,,True,,,Toimisto,3333.3333333333335
2022-09-29 15:43:50.081,Laskuttaja,36-40 v,mies,13.0,1.0,Full stack,90.0,140000.0,Itse,Suomesta,,,,,,,,,,,,voisi lisätä ohjelmointikielet - saisi samalla kerättyä tietoa mihin suuntaan markkina on menossa.,,
2022-09-29 16:48:55.306,Palkansaaja,51-55 v,mies,27.0,,,,,,,,Viro,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Arkkitehti,Pääosin tai kokonaan etätyö,5800.0,72500.0,Vuosibonus on kk-palkan kerrannainen (0-5) mutta ei ole vielä kokemusta lyhyen työsuhteen takia joten en osaa sanoa mitä käytännössä tulee.,True,,,Etä,6041.666666666667
2022-09-29 16:59:22.703,Palkansaaja,31-35 v,,9.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,,Pääosin tai kokonaan etätyö,6500.0,85500.0,,True,,,Etä,7125.0
2022-09-29 18:06:46.294,Palkansaaja,26-30 v,nainen,0.0,,,,,,,,Joensuu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Fullstack + testaus,Pääosin tai kokonaan etätyö,3000.0,36000.0,,True,,,Etä,3000.0
2022-09-29 21:14:54.507,Palkansaaja,36-40 v,mies,15.0,,,,,,,Vincit,Tampere,Konsulttitalossa,1.0,Konsultti,Pääosin tai kokonaan etätyö,5800.0,80000.0,,True,,,Etä,6666.666666666667
2022-09-29 22:43:49.688,Palkansaaja,31-35 v,mies,10.0,,,,,,,UpCloud,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Verkkoinsinööri,Jotain siltä väliltä,6200.0,77500.0,autoetu lisäksi,True,,,50/50,6458.333333333333
2022-09-29 23:10:04.430,Palkansaaja,36-40 v,mies,3.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,"Ohjelmistokehittäjä, full stack",Jotain siltä väliltä,4100.0,52000.0,,True,,,50/50,4333.333333333333
2022-09-30 06:29:20.579,Laskuttaja,26-30 v,,7.0,2.0,Full stack dev,110.0,170000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-30 08:40:11.067,Palkansaaja,36-40 v,mies,6.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.9,Data Scientist,Jotain siltä väliltä,5050.0,64000.0,,True,,,50/50,5333.333333333333
2022-09-30 08:56:16.751,Palkansaaja,31-35 v,mies,10.0,,,,,,,Seed stage start-up,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,6000.0,75000.0,"Osakeoptio-ohjelma, 4-vuoden vesting, lopputulos ~0.1% firman osakekannasta",False,,,Etä,6250.0
2022-09-30 09:34:46.315,Palkansaaja,26-30 v,,1.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan toimistolla,2000.0,25000.0,,True,,,Toimisto,2083.3333333333335
2022-09-30 09:37:28.453,Palkansaaja,31-35 v,mies,8.0,,,,,,,Mehiläinen,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Frontend developer,Pääosin tai kokonaan toimistolla,4600.0,55200.0,,False,"Vuosituloissa neuvotaan että kk-palkka * 12,5 joka vissiin meinaa lomaltapaluurahojen laskemista, mutta jokaisella alalla tätä samaa käytäntöä ei ole :)",,Toimisto,4600.0
2022-09-30 09:40:21.418,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Tampere,,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4100.0,51250.0,,True,,,Etä,4270.833333333333
2022-09-30 09:54:22.279,Palkansaaja,36-40 v,mies,16.0,,,,,,,Mozilla,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Staff Software Engineer ,Pääosin tai kokonaan etätyö,8240.0,122000.0,"Puolivuosittainen omaan ja koko korporaation tulokseen pohjautuva rahabonus, noin 20% kuukausipalkasta",True,,,Etä,10166.666666666666
2022-09-30 10:11:36.330,Palkansaaja,31-35 v,mies,10.0,,,,,,,Vincit,Tampere,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4800.0,63000.0,,True,,,50/50,5250.0
2022-09-30 10:12:49.113,Palkansaaja,26-30 v,mies,1.0,,,,,,,Vincit,Turku,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,2341.0,29300.0,,False,,,Etä,2441.6666666666665
2022-09-30 10:15:50.569,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Frontend,Jotain siltä väliltä,3800.0,52000.0,,True,,,50/50,4333.333333333333
2022-09-30 10:15:57.061,Palkansaaja,41-45 v,muu,23.0,,,,,,,Vincit,Jyväskylä,Konsulttitalossa,1.0,Multirole,Jotain siltä väliltä,5470.0,5000.0,,False,,,50/50,416.6666666666667
2022-09-30 10:21:02.706,Palkansaaja,36-40 v,mies,4.0,,,,,,,Vincit,Jyväskylä,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4200.0,52500.0,,True,,,Etä,4375.0
2022-09-30 10:30:08.293,Palkansaaja,31-35 v,mies,5.0,,,,,,,Vincitj,Tampere,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4062.0,54000.0,Lähes kuukausittainen ELA-bonus,False,Kovasti käy ovi ulospäin kun muualla on parempi palkka ja ansaintamalli,Ehkä se koulutus liittyy myös tähän palkkaan,50/50,4500.0
2022-09-30 10:35:20.854,Palkansaaja,36-40 v,mies,14.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Arkkitehti,Pääosin tai kokonaan toimistolla,5200.0,66000.0,,True,,,Toimisto,5500.0
2022-09-30 10:36:52.191,Palkansaaja,31-35 v,mies,10.0,,,,,,,Vincit,Turku,Konsulttitalossa,1.0,Frontend,Jotain siltä väliltä,4400.0,54000.0,,True,,,50/50,4500.0
2022-09-30 10:52:57.087,Palkansaaja,31-35 v,mies,10.0,,,,,,,Finnish Telecom,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Jotain siltä väliltä,4800.0,64000.0,metrics based bonus model once a year ~1 month salary,False,,,50/50,5333.333333333333
2022-09-30 11:05:21.454,Palkansaaja,31-35 v,mies,11.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,5800.0,75000.0,,True,,,50/50,6250.0
2022-09-30 11:05:55.873,Palkansaaja,36-40 v,mies,16.0,,,,,,,,Lappeenranta,Konsulttitalossa,1.0,Ohjelmistosuunnittelija,Pääosin tai kokonaan etätyö,6300.0,2000.0,Peruspalkka + provisio,False,,,Etä,166.66666666666666
2022-09-30 11:06:02.410,Palkansaaja,26-30 v,nainen,4.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Frontend,Pääosin tai kokonaan etätyö,4900.0,69000.0,,True,,,Etä,5750.0
2022-09-30 11:06:10.666,Palkansaaja,31-35 v,mies,10.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,System specialist,Pääosin tai kokonaan etätyö,4200.0,,,True,,,Etä,
2022-09-30 11:06:11.723,Laskuttaja,21-25 v,mies,5.0,1.0,"Backend, frontend, full stack, devops, data engineering",85.0,150000.0,Käytän välitysfirmoja,Ulkomailta,,,,,,,,,,,,,,
2022-09-30 11:06:49.206,Palkansaaja,31-35 v,mies,12.0,,,,,,,Exove,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Senior Developer,Pääosin tai kokonaan etätyö,4800.0,60000.0,Koeajan jälkeen 2-3k bonus,False,"Jäätävä slack-pingi, ei enää kiitos",,Etä,5000.0
2022-09-30 11:07:07.550,Laskuttaja,21-25 v,mies,5.0,1.0,Full stack,76.0,,Itse,Ulkomailta,,,,,,,,,,,,,,
2022-09-30 11:07:09.884,Palkansaaja,26-30 v,nainen,4.0,,,,,,,,Turku,Konsulttitalossa,1.0,,,4650.0,58125.0,,True,,,,4843.75
2022-09-30 11:07:10.703,Laskuttaja,31-35 v,mies,9.0,2.0,Softadevausta,97.0,140000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-30 11:07:28.739,Palkansaaja,26-30 v,,7.0,,,,,,,,PK-Seutu,Konsultointi + tuote hybridifirmassa,,Engineering lead,Pääosin tai kokonaan etätyö,4600.0,57500.0,5% firman osinkoa,False,,,Etä,4791.666666666667
2022-09-30 11:07:42.221,Palkansaaja,21-25 v,mies,2.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,3800.0,47500.0,,False,,,Etä,3958.3333333333335
2022-09-30 11:07:45.845,Palkansaaja,31-35 v,mies,8.0,,,,,,,Smartly,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Vanhempi ohjelmistosuunnittelija,Pääosin tai kokonaan etätyö,6000.0,78000.0,,False,,,Etä,6500.0
2022-09-30 11:07:46.218,Palkansaaja,31-35 v,nainen,6.0,,,,,,,Geniem,Tampere,,1.0,,Pääosin tai kokonaan etätyö,3600.0,45000.0,,True,,,Etä,3750.0
2022-09-30 11:07:51.376,Laskuttaja,41-45 v,mies,15.0,1.0,Full stack,80.0,105000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-30 11:08:22.676,Palkansaaja,41-45 v,mies,20.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Backend,Jotain siltä väliltä,7100.0,95850.0,,True,,,50/50,7987.5
2022-09-30 11:08:24.487,Laskuttaja,26-30 v,mies,4.0,2.5,"Softadevaus, data engineering",90.0,135000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,,,,,
2022-09-30 11:08:35.713,Palkansaaja,31-35 v,mies,,,,,,,,,Etä,"Tuotetalossa, jonka core-bisnes on softa",1.0,DevOps/SRE Engineer,Pääosin tai kokonaan etätyö,14000.0,170000.0,Palkan lisäksi tulee optioita perus startup tyylisesti 4v cliffillä.,True,,,Etä,14166.666666666666
2022-09-30 11:08:39.675,Laskuttaja,36-40 v,mies,10.0,1.0,Backend devops,95.0,150000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,,,
2022-09-30 11:08:40.281,Palkansaaja,41-45 v,mies,18.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Pilviarkkitehti,Pääosin tai kokonaan etätyö,6000.0,84000.0,vapaa-autoetu ja paljon muita pieniä (osa verotettavia) etuja,False,,,Etä,7000.0
2022-09-30 11:08:55.616,Palkansaaja,31-35 v,mies,7.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan toimistolla,5200.0,65000.0,Nimellisiä optioita ,False,,,Toimisto,5416.666666666667
2022-09-30 11:09:08.270,Palkansaaja,41-45 v,mies,7.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan toimistolla,4000.0,50000.0,,True,,,Toimisto,4166.666666666667
2022-09-30 11:09:16.999,Palkansaaja,31-35 v,nainen,4.0,,,,,,,,PK-Seutu,,1.0,WordPress Developer,Pääosin tai kokonaan etätyö,4200.0,52500.0,,True,,,Etä,4375.0
2022-09-30 11:09:35.577,Palkansaaja,26-30 v,mies,8.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Team Lead / Ohjelmistokehittäjä,,5000.0,66000.0,,True,,,,5500.0
2022-09-30 11:09:36.864,Palkansaaja,21-25 v,mies,4.0,,,,,,,,Jyväskylä,"Tuotetalossa, jonka core-bisnes on softa",1.0,Lead Developer,Jotain siltä väliltä,4100.0,51250.0,,False,,,50/50,4270.833333333333
2022-09-30 11:09:37.340,Palkansaaja,31-35 v,mies,10.0,,,,,,,,Hämeenlinna,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,"Täysin vapaa järjestely, ei rajoituksia.",2750.0,35000.0,,True,,,,2916.6666666666665
2022-09-30 11:09:41.369,Palkansaaja,41-45 v,mies,20.0,,,,,,,,Turku,Konsulttitalossa,1.0,Ohjelmistökehittäjä/arkkitehti,Pääosin tai kokonaan etätyö,7300.0,90000.0,50% laskutuksesta,True,,,Etä,7500.0
2022-09-30 11:09:58.211,Palkansaaja,26-30 v,mies,2.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä (frontend ja legacy-hommia),Pääosin tai kokonaan etätyö,3400.0,41000.0,,False,"Palkkaa voisi saada jostain muualta enemmän, mutta kokonaiskuvana (työn sisältö, tiimi, rahanarvoiset edut), sen verran tyytyväinen, että en ainakaan vielä ole vaihtamassa.",,Etä,3416.6666666666665
2022-09-30 11:10:02.891,Palkansaaja,41-45 v,mies,10.0,,,,,,,,Vaasa,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Service Manager DevOps,Pääosin tai kokonaan etätyö,6200.0,77185.0,,True,,,Etä,6432.083333333333
2022-09-30 11:10:16.265,Palkansaaja,46-50 v,mies,22.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä full stack,Jotain siltä väliltä,5500.0,70000.0,,True,,,50/50,5833.333333333333
2022-09-30 11:10:17.234,Palkansaaja,41-45 v,mies,22.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Arkkitehti,Pääosin tai kokonaan etätyö,6400.0,82000.0,,True,,,Etä,6833.333333333333
2022-09-30 11:10:54.173,Palkansaaja,26-30 v,mies,5.0,,,,,,,Wolt,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5000.0,77000.0,Osakkeet + palkka,True,,,Etä,6416.666666666667
2022-09-30 11:10:57.512,Palkansaaja,41-45 v,mies,22.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Testaaja,Pääosin tai kokonaan etätyö,4500.0,,,False,,,Etä,
2022-09-30 11:11:27.834,Palkansaaja,31-35 v,mies,8.0,,,,,,,Energiayhtiö,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Product owner,Pääosin tai kokonaan etätyö,5220.0,68000.0,,True,,,Etä,5666.666666666667
2022-09-30 11:12:03.502,Palkansaaja,36-40 v,mies,0.0,,,,,,,Experis Academy,PK-Seutu,Konsulttitalossa,1.0,Java Full Stack,Pääosin tai kokonaan etätyö,3000.0,37500.0,,False,"Experis Academy(yritys, jossa olen palkkalistoilla) on kansainvälinen yritys, joka on tarkoitettu uran alkuvaiheessa oleville koodareille, jonka tarkoituksena on kouluttaa konsultteja 3kk intensiivijakson aikana. Palkka hieman parempi kuin junior-koodareilla, mutta toisaalta myös voidaan vaatiakin hieman enemmän osaamista",,Etä,3125.0
2022-09-30 11:12:31.953,Palkansaaja,26-30 v,mies,8.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan toimistolla,4800.0,60000.0,,True,,,Toimisto,5000.0
2022-09-30 11:12:35.848,Palkansaaja,26-30 v,mies,7.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,"Full-stack-kehittäjä, team lead",Jotain siltä väliltä,6000.0,75000.0,"Osakkeet, kuntosalijäsenyys, ylimääräinen lomaviikko ",True,,,50/50,6250.0
2022-09-30 11:13:05.550,Laskuttaja,26-30 v,mies,6.0,2.0,Full stack web-ohjelmointia,,160000.0,Itse,Ulkomailta,,,,,,,,,,,,,,
2022-09-30 11:13:36.502,Palkansaaja,31-35 v,mies,8.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,5500.0,66000.0,,True,,,Etä,5500.0
2022-09-30 11:13:45.889,Palkansaaja,26-30 v,mies,0.0,,,,,,,academic work,Tampere,Konsulttitalossa,1.0,Junior backend,Jotain siltä väliltä,2600.0,32500.0,,True,kokemusta jo kolme viikkoa it alalta,,50/50,2708.3333333333335
2022-09-30 11:17:10.340,Palkansaaja,46-50 v,mies,25.0,,,,,,,,Kööpenhamina,Konsulttitalossa,0.8,Full-stack,Pääosin tai kokonaan etätyö,6185.0,80680.0,,True,,,Etä,6723.333333333333
2022-09-30 11:17:16.987,Palkansaaja,36-40 v,nainen,4.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Frontend developer,Jotain siltä väliltä,3200.0,40000.0,,True,,,50/50,3333.3333333333335
2022-09-30 11:17:23.209,Palkansaaja,41-45 v,mies,19.0,,,,,,,,,"Tuotetalossa, jonka core-bisnes on softa",1.0,Principal software engineer,Pääosin tai kokonaan etätyö,10500.0,200000.0,,True,,,Etä,16666.666666666668
2022-09-30 11:17:45.584,Palkansaaja,41-45 v,,22.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Arkkitehti,Pääosin tai kokonaan etätyö,7100.0,94000.0,,True,,,Etä,7833.333333333333
2022-09-30 11:17:47.789,Palkansaaja,36-40 v,mies,10.0,,,,,,,,,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend,Pääosin tai kokonaan etätyö,4500.0,60000.0,,False,,,Etä,5000.0
2022-09-30 11:18:23.379,Palkansaaja,21-25 v,mies,3.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,3760.0,51000.0,"Puolivuosittain maksettava bonus firman tuloksen perusteella, vaihtelevia korvauksia esim. on-call -hommista",False,,,Etä,4250.0
2022-09-30 11:18:34.982,Palkansaaja,31-35 v,muu,6.0,,,,,,,Netum,Tampere,Konsulttitalossa,1.0,"Ohjelmistokehittäjä, mallia full-stack",Pääosin tai kokonaan etätyö,5000.0,63000.0,,True,,,Etä,5250.0
2022-09-30 11:19:01.585,Palkansaaja,41-45 v,nainen,18.0,,,,,,,Yleisradio,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Team Lead,Jotain siltä väliltä,5900.0,73000.0,,True,,,50/50,6083.333333333333
2022-09-30 11:19:11.388,Palkansaaja,46-50 v,mies,23.0,,,,,,,,Jyväskylä,Konsulttitalossa,1.0,Datatieteilijä,Jotain siltä väliltä,5100.0,64000.0,,,,,50/50,5333.333333333333
2022-09-30 11:19:42.008,Palkansaaja,36-40 v,mies,12.0,,,,,,,nexi,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5800.0,76000.0,5% vuosipalkasta on oletusbonus,True,,,Etä,6333.333333333333
2022-09-30 11:19:47.299,Palkansaaja,36-40 v,mies,10.0,,,,,,,Compile,PK-Seutu,Konsulttitalossa,1.0,Arkkitehti / Full-stack kehittäjä,Pääosin tai kokonaan etätyö,7800.0,97000.0,Laskutusperustainen palkka + asiakastyytyväisyysbonus,True,,,Etä,8083.333333333333
2022-09-30 11:20:42.717,Laskuttaja,31-35 v,mies,10.0,5.0,"Full-stack, lead developer",80.0,120000.0,Itse,"Suomesta, Ulkomailta",,,,,,,,,,,,,,
2022-09-30 11:20:42.864,Palkansaaja,41-45 v,mies,15.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Engineering Manager,Pääosin tai kokonaan etätyö,6500.0,81250.0,"optioita, joiden arvo selviää tulevaisuudessa",True,,,Etä,6770.833333333333
2022-09-30 11:21:51.393,Palkansaaja,31-35 v,mies,2.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full stack,Pääosin tai kokonaan etätyö,4620.0,55440.0,,True,,,Etä,4620.0
2022-09-30 11:22:27.330,Laskuttaja,31-35 v,mies,13.0,3.0,"Frontend, full stack",85.0,125000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,,,
2022-09-30 11:22:31.998,Palkansaaja,31-35 v,mies,12.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Frontend,Pääosin tai kokonaan etätyö,4572.0,70866.0,,False,,,Etä,5905.5
