Timestamp,Palkansaaja vai laskuttaja,Siirtynyt palkansaaja/laskuttaja,Ikä,Sukupuoli,Suomen kielen taito,Työkieli,Työkokemus alalta (vuosina),Vuosia nykyisellä työnantajalla,Työpaikkojen lukumäärä,Yrityksen koko,Koulutustaustasi,Opintoala,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Laskutettavat tunnit viikossa,Viikot ilman laskutusta,Laskutustavat,Sopimuksen pituus,Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Seniority,Virallinen senioriteetti,Kuukausipalkka,"Provisio (kk, brutto)",Lomaraha (EUR),Bonus (EUR),Osakkeet/optiot (EUR),Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Bonukset (kuvaus),Edut (ei luontoisedut),Vuosittaiset verovapaat edut (EUR),Luontoisedut,Käyttöjärjestelmä,Ohjelmointikieli,Web-kehykset,Data & ML,DevOps & pilvi,Tietokannat,Vapaa sana,Palaute,Vastaustunniste,Vuositulot,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2026-02-26 13:23:34.607,Palkansaaja,Ei,41-45,nainen,Yes,Finnish,4.0,4.0,1.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)","Business, Administration, and Law",0.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.0,Project Manager,Manager or People Lead,No,5300.0,0.0,3180.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Work remotely from abroad (1 week or more), Work laptop, Training/Courses/Education budget",200.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,,,,,,,,bdc179b57a41308e,66780.0,Project Manager,5565.0,5565.0
2026-02-26 13:41:56.052,Palkansaaja,Ei,41-45,mies,Yes,Both,18.0,1.0,6.0,11-50,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,Oulu,Konsultointi,1.0,0.4,"Architect, Software or Solutions",Staff / Principal / Lead,No,6300.0,0.0,3700.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Stock options / equity, Profit sharing, Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Work laptop, Free office parking (during work hours), Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",400.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"JavaScript, TypeScript, Python","Svelte, FastAPI",SQL,"Docker, Terraform, Microsoft Azure","PostgreSQL, MySQL",,,c7e8de617b0e4e55,79300.0,"Architect, Software or Solutions",6608.333333333333,6608.333333333333
2026-02-26 14:47:46.515,Palkansaaja,Ei,36-40,mies,Yes,Both,9.0,2.0,5.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Arts and Humanities,9.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,Engineering Manager,Senior,No,6800.0,0.0,3400.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Commission (sales or performance-based), Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",400.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,,,,,,,,02c5c7f115508c71,85000.0,Engineering Manager,7083.333333333333,7083.333333333333
2026-02-26 14:55:17.724,Palkansaaja,Ei,36-40,mies,Yes,Finnish,7.0,0.0,3.0,501-1000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),4.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.9,"Developer, Full-Stack",Mid-level,Yes,4820.0,0.0,2800.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Overtime extra pay (e.g. 1.5x or 2x pay rate), Commission (sales or performance-based), Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows,"JavaScript, TypeScript, C#",Vue.js,,"CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure",SQL Server,,,503baad0c32a2033,60640.0,"Developer, Full-Stack",5053.333333333333,5053.333333333333
2026-02-26 16:30:53.044,Palkansaaja,Ei,31-35,mies,Yes,Finnish,11.0,8.0,3.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),6.37,,,,,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.95,Tech lead,Staff / Principal / Lead,Yes,5637.0,0.0,3382.0,0.0,500.0,,Markkinataso,"Lomaraha (Holiday bonus), Stock options / equity, Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Home office equipment budget (chair, desk, etc.), Free office parking (during work hours), Free gym membership, Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",0.0,,macOS,"JavaScript, TypeScript, Bash","React, Node.js, Express",SQL,"Linux server, Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, Redis",,,86e846b640c9ed88,71526.0,Tech lead,5960.5,5960.5
2026-02-26 16:55:27.044,Palkansaaja,laskuttaja → palkansaaja,26-30,mies,,Both,5.0,0.0,4.0,1001-5000,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),-3.4,,,,,,,,,,,Elisaj,PK-seutu,"Yritys, jossa softa tukirooli",1.0,0.66,"Developer, Full-Stack",Mid-level,No,5100.0,0.0,3500.0,5000.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Individual performance bonus, Company performance bonus","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Training/Courses/Education budget, Fixed-line internet to your home, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Limited car benefit, Garage (outside work hours)",macOS,"TypeScript, Java, Go","React, Spring Boot","SQL, Kafka","Docker, Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins)","MySQL, Redis",,,ac160efc42c7a4a4,69700.0,"Developer, Full-Stack",5808.333333333333,5808.333333333333
2026-02-26 20:07:01.699,Palkansaaja,Ei,31-35,nainen,Yes,Finnish,6.0,3.0,3.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,"Developer, Full-Stack",Mid-level,No,3200.0,0.0,1920.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Work remotely from abroad (1 week or more), Work laptop, Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Helsingin uimahalleihin uintiliput",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows,C#,"Vue.js, ASP.NET Core",SQL,Microsoft Azure,SQL Server,polkupyöräetu luontaiseduissa?,,ab3dfd0838228fe8,40320.0,"Developer, Full-Stack",3360.0,3360.0
2026-02-26 20:38:58.944,Laskuttaja,Ei,46-50,mies,Yes,Both,25.0,2.0,8.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,2.0,Full-stack,100.0,150000.0,37.0,8.0,Hourly billing,6-12 months,"Myself, Agencies",Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"TypeScript, Java, Kotlin","Vue.js, Express, Spring Boot",SQL,"Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, Redis, DynamoDB",,,521421724a288ded,,,,
2026-02-26 21:45:24.158,Palkansaaja,Ei,46-50,mies,Yes,Both,27.0,3.0,10.0,1001-5000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),5.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.2,"Developer, Full-Stack",Senior,Yes,6500.0,0.0,0.0,0.0,0.0,,En osaa sanoa,,"Monitors for home office, Public transport subsidy (tax-free)",,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),Windows,"TypeScript, Java","React, Node.js, Spring Boot","SQL, Kafka","Docker, AWS, Microsoft Azure","PostgreSQL, SQL Server, DynamoDB",,,b1e29bedf008d5ef,78000.0,"Developer, Full-Stack",6500.0,6500.0
2026-02-27 01:07:12.538,Palkansaaja,Ei,26-30,mies,Yes,English,6.0,1.0,4.0,1001-5000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),6.0,,,,,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,"Developer, Full-Stack",Senior,Yes,5200.0,0.0,3150.0,5000.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Company performance bonus","Health insurance, Work laptop",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Python, Dart","React, FastAPI, Flutter",,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, DynamoDB, InfluxDB",,,07e99673ff2aded4,70550.0,"Developer, Full-Stack",5879.166666666667,5879.166666666667
2026-02-27 08:13:21.366,Palkansaaja,Ei,31-35,nainen,Yes,Finnish,4.0,3.0,1.0,51-100,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)","Engineering, Manufacturing, and Construction",14.6,,,,,,,,,,,,Turku,Konsultointi,1.0,0.9,"Developer, AI Apps or Physical AI",Mid-level,Yes,4700.0,0.0,0.0,2477.0,0.0,,Alle markkinatason,"Company performance bonus, Referral bonus (for successful hires)","Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget, Snacks and beverages in office, Culture/Sport benefit (e-passi)",400.0,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),macOS,"Python, Clojure, ClojureScript","Vue.js, re-frame, Reagent","SQL, scikit-learn, Pandas / NumPy","Linux server, Docker, AWS",PostgreSQL,,,eb9e1261a9c57a52,58877.0,"Developer, AI Apps or Physical AI",4906.416666666667,4906.416666666667
2026-02-27 09:51:02.751,Palkansaaja,Ei,36-40,mies,Yes,Finnish,15.0,5.0,4.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),4.0,,,,,,,,,,,Arado,Turku,Konsultointi,1.0,0.5,"Developer, Full-Stack",Senior,Yes,7500.0,3500.0,2400.0,0.0,1000.0,Our compensation model is 50% of what we invoice from customer. We have base salary that is paid if monthly invoicing is below 4000 ,Yli markkinatason,"Lomaraha (Holiday bonus), Stock options / equity","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Home office equipment budget (chair, desk, etc.), Free office parking (during work hours), Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,"JavaScript, TypeScript, Python","React, Next.js, Flask",SQL,"Kubernetes, Terraform, AWS","PostgreSQL, MongoDB",,,56e305de931d6619,93400.0,"Developer, Full-Stack",7783.333333333333,7783.333333333333
2026-02-27 10:29:35.217,Palkansaaja,Ei,31-35,mies,Yes,Both,10.0,4.0,3.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),3.0,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",1.0,0.6,"Developer, Full-Stack",Senior,Yes,5550.0,0.0,3400.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Stock options / equity, Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip)",200.0,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),macOS,"JavaScript, TypeScript, Python","React, Next.js, Node.js",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), Google Cloud Platform (GCP)",PostgreSQL,,,fafeeae05d55d8b7,70000.0,"Developer, Full-Stack",5833.333333333333,5833.333333333333
2026-02-27 10:46:45.639,Palkansaaja,Ei,36-40,mies,Yes,English,15.0,2.0,5.0,501-1000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),3.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0666666666666667,0.86,,Staff / Principal / Lead,Not sure,90000.0,0.0,0.0,90000.0,30000.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Stock options / equity, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Free gym membership, Training/Courses/Education budget, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",,,,,,,,,85f388bb23703a66,1200000.0,,100000.0,93750.0
2026-02-27 13:30:36.492,Palkansaaja,laskuttaja → palkansaaja,46-50,mies,Yes,Finnish,24.0,0.0,5.0,10000+,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),-50.0,,,,,,,,,,,Tieto,PK-seutu,Julkinen/kolmas sektori,1.0666666666666667,0.01,Cloud Infrastructure Engineer,Senior,Yes,5500.0,0.0,0.0,0.0,0.0,,En osaa sanoa,Lomaraha (Holiday bonus),"Health insurance, Work laptop",,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows,C#,ASP.NET Core,SQL,Microsoft Azure,SQL Server,,,4f79ac767abeca2c,66000.0,Cloud Infrastructure Engineer,5500.0,5156.25
2026-02-27 13:32:36.686,Palkansaaja,Ei,46-50,mies,Yes,Both,15.0,5.0,5.0,1001-5000,Upper secondary – vocational (ammatillinen perustutkinto),Information and Communication Technologies (ICT / Computer Science),2.0,,,,,,,,,,,Nortal,Turku,Konsultointi,1.0,0.33,"Developer, Full-Stack",Mid-level,No,4750.0,0.0,2850.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Sign-on bonus, Overtime extra pay (e.g. 1.5x or 2x pay rate)","Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free office parking (during work hours)",300.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Garage (outside work hours)",Windows + WSL,"TypeScript, Java, C#","Angular, Spring Boot, ASP.NET Core",SQL,"Docker, Microsoft Azure","MySQL, SQL Server",,,4e228be58f2a8310,59850.0,"Developer, Full-Stack",4987.5,4987.5
2026-02-27 13:47:30.842,Palkansaaja,Ei,46-50,mies,Yes,Finnish,6.0,0.0,3.0,1001-5000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),4.25,,,,,,,,,,,Tietoevry,Kuopio,Konsultointi,1.0,0.2,"Developer, Frontend",Mid-level,Yes,0.0,0.0,0.0,0.0,0.0,,,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free office parking (during work hours), Training/Courses/Education budget, Snacks and beverages in office",400.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows + WSL,"JavaScript, TypeScript","React, Next.js",,,,,,750fc131a85c8def,,"Developer, Frontend",,
2026-02-27 15:03:58.487,Laskuttaja,palkansaaja → laskuttaja,31-35,mies,Yes,English,7.0,1.0,5.0,1,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),100.0,1.0,"Software development (backend, frontend, full-stack, devops, AI)",72.0,120000.0,37.5,6.0,Hourly billing,6-12 months,Agencies,Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,Linux (bare metal / native),"TypeScript, Python, Bash","React, FastAPI","PyTorch, scikit-learn","CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS, Microsoft Azure",PostgreSQL,,,0915dcc0f5171e8a,,,,
2026-02-27 15:08:41.130,Palkansaaja,Ei,36-40,mies,Yes,Both,5.0,4.0,2.0,1001-5000,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),1.5,,,,,,,,,,,,Turku,Konsultointi,1.0,0.05,Software Engineer,Mid-level,Yes,3848.0,0.0,2309.0,0.0,0.0,,Alle markkinatason,Lomaraha (Holiday bonus),"Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",300.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),Windows + WSL,"Python, C#, C","React, Node.js",SQL,"Linux server, Windows server, Microsoft Azure",Oracle,,,a1067047954f68bc,48485.0,Software Engineer,4040.4166666666665,4040.4166666666665
2026-02-27 15:40:52.959,Palkansaaja,Ei,36-40,mies,Yes,Finnish,7.0,5.0,3.0,11-50,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),10.0,,,,,,,,,,,,Etätyö,Konsultointi,1.0,1.0,Data Scientist,Senior,No,4650.0,0.0,2790.0,0.0,0.0,,Alle markkinatason,Lomaraha (Holiday bonus),"Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Monitors for home office",100.0,,Windows + WSL,"TypeScript, Python, Bash","Angular, FastAPI, Spring Boot","SQL, scikit-learn, Pandas / NumPy","Linux server, Docker, Microsoft Azure","MySQL, SQL Server, SQLite",,,91fbaef68926e0f8,58590.0,Data Scientist,4882.5,4882.5
2026-02-27 16:35:33.265,Palkansaaja,Ei,46-50,nainen,Yes,English,7.0,4.0,2.0,501-1000,Doctorate (PhD / tohtori),"Social Sciences, Journalism, and Information",11.0,,,,,,,,,,,Futurice,Tampere,Konsultointi,1.0,0.4,"Developer, Frontend",Senior,Yes,4444.0,0.0,0.0,1000.0,0.0,,En osaa sanoa,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",400.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"JavaScript, TypeScript","React, Next.js, Node.js",,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure",PostgreSQL,,,b5983cdfc16512b2,54328.0,"Developer, Frontend",4527.333333333333,4527.333333333333
2026-02-27 20:30:40.704,Laskuttaja,Ei,26-30,mies,Yes,Both,28.0,6.0,4.0,1,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),2.0,9.0,"Architecture, full-stack, AI",75.0,190000.0,60.0,6.0,Hourly billing,Over 24 months,"Myself, Agencies",Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"TypeScript, Java","React, Node.js, Spring Boot",SQL,"Docker, Kubernetes, Microsoft Azure","PostgreSQL, MySQL, Redis",,,2949c151d85d0b7d,,,,
2026-02-27 20:51:40.398,Palkansaaja,Ei,41-45,mies,Yes,Both,19.0,6.0,4.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.01,"Developer, Full-Stack",Senior,Yes,6647.0,0.0,3988.0,0.0,800.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Profit sharing, Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Fixed-line internet to your home, Public transport subsidy (tax-free)",1200.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",macOS,"Swift, Clojure, ClojureScript","React, re-frame, UIX",SQL,"Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",PostgreSQL,,,71d7bf8fe0ba5d7b,84552.0,"Developer, Full-Stack",7046.0,7046.0
2026-02-28 00:48:56.481,Palkansaaja,Ei,31-35,mies,Yes,Finnish,15.0,14.0,2.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),2.5,,,,,,,,,,,,PK-seutu,Konsultointi,0.8,0.1,"Developer, Full-Stack",Senior,Yes,6340.0,0.0,2966.4,0.0,0.0,,En osaa sanoa,Lomaraha (Holiday bonus),"Health insurance, Work remotely from abroad (1 week or more), Work laptop, Snacks and beverages in office",,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),Linux (bare metal / native),"TypeScript, Kotlin",Vue.js,,"Linux server, Docker, Kubernetes","PostgreSQL, MySQL",,,568f54748faa3828,79046.4,"Developer, Full-Stack",6587.2,8234.0
2026-02-28 12:44:04.454,Laskuttaja,Ei,36-40,mies,Yes,English,11.0,,,,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),,1.0,Devops,,145000.0,37.5,8.0,Monthly billing,12-24 months,Myself,Abroad,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"TypeScript, Python, Bash",Node.js,"Airflow, Kafka","Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, DynamoDB",,,cba3db6afbd5b512,,,,
2026-02-28 19:49:20.655,Palkansaaja,Ei,36-40,mies,Yes,English,14.0,6.0,4.0,501-1000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),2.0,,,,,,,,,,,Reaktor,Tampere,Konsultointi,1.0,0.6,"Developer, Full-Stack",Senior,Yes,5300.0,0.0,0.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",2640.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",macOS,"JavaScript, TypeScript, Kotlin","React, Node.js, FastAPI",,"Docker, Kubernetes, AWS","PostgreSQL, Redis",,,bba7f068abf0af86,63600.0,"Developer, Full-Stack",5300.0,5300.0
2026-02-28 23:04:11.809,Palkansaaja,Ei,31-35,mies,Yes,Finnish,8.0,8.0,1.0,1001-5000,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),"Engineering, Manufacturing, and Construction",10.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.4,"Developer, Full-Stack",Senior,Yes,4930.0,0.0,2250.0,0.0,1700.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Stock options / equity, Referral bonus (for successful hires)","Health insurance, Ryhmäeläkevakuutus (Additional employer pension contribution), Work laptop, Free office parking (during work hours), Free gym membership, Fixed-line internet to your home",450.0,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),macOS,"JavaScript, TypeScript, Python","React, Next.js, Node.js",SQL,"Docker swarm mode, CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure",PostgreSQL,,,fdd982e72d176993,63110.0,"Developer, Full-Stack",5259.166666666667,5259.166666666667
2026-02-28 23:51:57.000,Palkansaaja,Ei,36-40,mies,Yes,Both,11.0,3.0,2.0,51-100,Master’s degree – AMK (YAMK),Information and Communication Technologies (ICT / Computer Science),5.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.05,Data Engineer,Mid-level,Not sure,6000.0,0.0,3600.0,3600.0,0.0,Cert bonus,Yli markkinatason,"Lomaraha (Holiday bonus), Individual performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Public transport subsidy (tax-free)",600.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows + WSL,"Python, HCL",,"SQL, Snowflake / BigQuery / Redshift, apache beam","Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins), Google Cloud Platform (GCP)","PostgreSQL, SQL Server",,,f6c17cfcd6ffa356,79200.0,Data Engineer,6600.0,6600.0
2026-03-01 11:10:50.733,Laskuttaja,palkansaaja → laskuttaja,36-40,mies,Yes,Finnish,16.0,5.0,5.0,1,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),5.0,4.0,"Software dwvelopment, devops, architecture",92.0,140000.0,37.5,9.0,Monthly billing,6-12 months,"Myself, Agencies",Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,Windows + WSL,"TypeScript, C#","React, ASP.NET Core",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure","PostgreSQL, SQL Server, Redis",,,e25e1d7889fd987f,,,,
